nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,crop
92.97124658902854,53.52293845185315,17.54089127183024,34.61651775631334,76.71249683497373,6.475053954871987,85.42096474180521,Cotton
21.842719173762273,69.76158537811011,76.28198063648746,18.664100941186902,27.14330141343815,7.4599174452368135,82.95582061067437,Chickpea
78.43637545638316,56.58421304495503,40.68049404880105,29.01409845211898,83.99928327877845,6.543937714431806,238.1983850399812,Rice
116.90692157838214,71.08055228663397,125.92579207235526,26.047948764066085,77.51381779717615,6.116819350459826,239.00795933485628,Banana
62.17072283565764,54.85536967439726,40.58084205317811,25.749622942627916,83.41468452412485,5.887971938486763,208.2048905467156,Rice
31.602387707103993,143.97759327717938,185.24484939001007,24.68521729030845,81.12718613149464,5.852711669340231,69.01036778504766,Grapes
73.9204478410061,44.52463884672032,19.762662406723987,31.275524843737408,73.44918497391356,5.850491967571536,94.17549792886071,Maize
113.45198106425966,83.15842516569937,130.77464087843236,28.506570107873564,77.55938530333978,5.866354020094296,210.595362423245,Banana
70.86719313431392,47.67082590367502,24.137350982886247,25.18622832515536,78.31112894752711,6.79649358576287,63.55282957569557,Cotton
21.35727183533794,56.27894218457521,80.61816865165943,18.625237759442847,19.329025455586436,6.965872062449447,73.51063141921254,Chickpea
79.49986052503597,47.15252401555995,40.910392755613785,26.114952931946586,90.1800187571056,6.725033855449046,223.18522434522112,Rice
23.057395780118597,35.18304760091141,21.507065471581537,37.464213546375404,54.41923158177551,5.659882671282549,112.54941933151399,Mango
75.31196009772731,43.31636842264953,35.60058647828092,29.55605699217326,83.96997278682099,6.1608622491665015,223.75826796079647,Rice
70.6432300066348,58.88034332678218,41.65322278309207,27.892071678312035,80.62789016554227,5.8166025376580786,268.76798049427043,Rice
61.946587792757065,44.43488828225327,37.01738051539812,22.496997816461676,93.63134576810974,5.799978536643681,152.40576649645277,Rice
48.083423125051866,62.62680945102194,77.40149932873553,23.09487770291792,24.913630728203035,8.352904389182603,89.31305538096044,Chickpea
22.790799150742647,78.03186007430266,83.97287471931459,20.19759218492037,25.512703645480194,6.931229935185202,89.23664370504753,Chickpea
63.42138796285557,36.517173632367395,35.333436755641934,23.132794342196267,92.71538216919046,5.597542328193556,169.13036860004317,Rice
67.58948688642559,42.69380425054855,21.38949058640626,27.808635227978016,73.063141973652,6.52787250789315,86.74553463867043,Maize
36.927397637435654,58.77826686058848,81.9647095104656,15.967026210256465,25.022117608464292,8.020450393510032,72.41959958613788,Chickpea
82.29361192374276,58.715039104119036,36.18387290717179,23.17597589191217,93.19457182424398,6.590619299890287,264.81525188537773,Rice
99.13962730716557,46.575097529869495,42.19093975010852,24.241280297334015,85.68914702050691,5.844496100181848,219.09379178228943,Rice
76.64110866523586,49.76875757475846,43.02264784045096,26.783931362492055,82.71890840805953,6.069626168673832,203.78983722406448,Rice
21.118454176466386,139.27253759175346,188.69825517382333,25.622842100605048,82.0826085630896,6.36783109695122,78.0467977118183,Grapes
93.37507316873211,49.49687688069582,20.59536545762476,34.927302001280566,73.64113780542766,6.685877702297948,83.98605971280948,Cotton
27.180783443427377,120.23958598908203,183.4133678665624,25.5978072285002,84.8191454470747,6.00543801973067,72.42454771799605,Grapes
100.61502920837624,74.83876268841986,119.3073052073878,27.14619446551667,81.1480958277595,5.740564238806543,191.656759520854,Banana
33.83569096517579,141.79851517524685,203.29449887871223,24.962386027053128,83.00339710208279,6.14398654060979,70.65515483656903,Grapes
30.70936684223752,139.73969473476836,188.1920151127822,15.69236667590565,83.97805960029636,6.372851491916616,77.7725395755771,Grapes
69.30423617995183,50.40871686468665,43.96779426366509,23.0884862867293,91.06869925877055,6.635868615398694,242.96493427387213,Rice
94.33988526681509,76.00389657101321,120.09959992184609,28.28807342337425,80.5824804440987,5.79378405286076,197.07808727617868,Banana
93.32162821411069,79.4748830079038,128.70965677848622,28.03130261201902,80.15505732147254,5.827965847636526,211.30681210646782,Banana
20.54596175056929,29.69520376362058,22.536426708936112,27.845484855516982,56.75644233202735,5.130127436156175,114.63191040783283,Mango
64.87846224743083,54.20364177127975,37.48962360507234,27.712253330273345,86.6444141321438,6.606428518830263,155.02654373554125,Rice
28.43479642999865,142.15309716703547,184.16946823020587,16.722650491075278,83.632055560449,6.481569170523189,77.6652477114717,Grapes
86.14942878236613,56.45547897552968,42.59585850176845,20.935005054271095,85.68896033359724,6.329052159294543,158.41724086934485,Rice
78.55890689584575,38.21579764959397,20.35316685477246,20.551927146500983,58.507186895509314,6.5621667358226246,105.23555735735445,Maize
94.58374762008903,53.78850521674033,42.052661840455194,23.14499398394227,80.47442323768483,6.120804351793205,224.55816515950346,Rice
90.83061688562974,41.35903218381839,19.29540164597195,31.36142948601765,83.81520391026831,7.09724003707802,80.5564055339886,Cotton
63.648991534641944,37.134108933290484,39.3187651855174,27.44588969191879,85.58970289063855,5.695173180360765,158.99714669562698,Rice
66.88798912626926,45.074348960789415,41.18244488601798,26.8081286321328,86.02579847411616,6.093689116346548,281.8436447510429,Rice
96.53889321154023,53.609438542525496,19.148969058190055,28.964539654702477,75.6094223151853,6.456482400675811,62.85619030238646,Cotton
62.96801607066637,39.25263007877977,38.754578840799965,27.31985085271317,88.20569387918347,6.84718625967996,163.96570280710299,Rice
88.08954615594612,54.73793684870867,22.613639702337665,34.321283808792096,77.09847674782331,6.372950945998964,75.03087674661917,Cotton
20.564131394543182,34.011216067028364,38.951174701400305,33.199671354615134,53.44663336296028,4.97058416226314,129.52024841618572,Mango
35.5177191191051,138.31158341848166,193.6639810652439,25.34765603532381,80.7528318839661,6.432397532537848,65.35865383964007,Grapes
63.89796850169802,39.11354009952503,19.322006763361102,27.93540259679479,64.49560048562009,6.405564173032619,106.95771273609762,Maize
81.5144937633112,41.814283163583,23.139157048915315,30.90970199042175,81.76470964925795,6.5401013036389575,87.55643697065881,Cotton
109.11897261790784,86.42606620244005,143.41761605868084,26.082967089459427,81.06525897925911,5.971413454914856,198.16683990550547,Banana
49.48851687522918,75.13468905273044,84.89000078898621,20.655972265798383,28.415083468430424,7.569360879538963,75.99865969519968,Chickpea
99.81205541899392,38.22670454861082,17.843805448047053,31.60924611177397,80.49770224038164,6.772880400258473,79.6762019113427,Cotton
70.04117445986172,52.601969178292094,23.0767291058132,31.86370502653881,59.512560066297,6.534323447463888,107.88878413827732,Maize
74.846631598298,37.25487325207617,19.995825412726575,26.315016753928123,65.56573001872368,6.966545421765003,109.34412664215944,Maize
80.70051184630991,40.08835044357114,15.678360634131174,22.203975924057175,65.99987198768912,6.650548901477433,65.69183814743003,Maize
71.30941897291906,49.894103031303914,22.052278810250026,33.11408902564877,75.79118128736474,6.928271010123709,88.72616430983443,Cotton
86.9778418574781,50.85038947761906,16.699836490680973,25.789683506599946,83.06259397967283,6.853507626513606,68.42904271497096,Cotton
69.80925216449845,50.76657122777516,41.63736939135276,26.687171390509747,90.26111028719927,6.3087958186652315,236.94426601286946,Rice
25.00735804824008,21.826537732619705,39.23822204385674,36.19554475296799,53.62798663829896,6.8769656945158815,129.98289667509806,Mango
79.72804933742297,42.10017638896979,21.469998479834043,18.620153709389893,74.67216411903965,6.516207843796279,79.98088731125412,Maize
43.081217046084184,74.25237232404083,80.57022350039267,23.963176991878328,27.801122220993292,8.18423918849579,78.12868453625273,Chickpea
39.83062646861141,133.2358072991358,199.17105421125683,27.9948747085475,84.86989930866751,5.600134337304958,74.85296632064352,Grapes
118.56104732488114,71.21650814989012,129.3694573299509,27.008086272562803,81.86097496062233,5.990268854144225,240.97008291152292,Banana
67.45669549670076,47.516270571721975,39.57986262147781,29.263499730264336,80.32232687321519,5.871088209624627,229.412304578268,Rice
61.050476160531886,43.847857183631476,35.930642604598745,25.980437977942728,84.86645495858619,6.077856876093976,193.77710269444816,Rice
31.92810830046883,140.4966432189403,188.18520607320502,23.384858500824436,80.30741110781331,5.7176117734390015,67.08375106237027,Grapes
33.33775462911777,35.991523499076294,34.57087575001728,37.14521311866612,50.08026644838754,4.780789057382206,109.15924933557942,Mango
81.64209241676798,46.854133245313434,18.259723143209982,20.782519537651645,68.53705091750216,5.9885274383805305,98.94876394798341,Maize
34.155081876027296,126.82532847783123,196.5569256959524,19.181297268280293,81.05311946793643,6.45899267941351,69.9268586578825,Grapes
92.41042370289304,38.513896037516844,18.80207445715236,32.03671263382664,77.5039351983432,7.216702144113793,88.21700652983674,Cotton
34.69798536451157,73.60976799521693,75.18372225364892,21.843113552921494,20.330671998698,6.755815529007553,89.87983233740425,Chickpea
35.46150767763496,79.72806755740308,80.43030697654186,17.533137652026173,26.299363782282974,6.477758576834777,70.7092252810609,Chickpea
89.58247259754242,85.2907658815323,142.29863210317853,29.037874702137877,81.84640290378519,5.784676854673453,224.29268921311518,Banana
35.16987641336663,32.777017040868934,24.196913737189824,29.206110634788885,49.29851065687644,5.830689514412541,120.91148389611114,Mango
31.332127802898036,64.75751975968878,80.72538644803507,23.083265683677688,16.500850248060818,7.6877782383171525,70.07902387456552,Chickpea
96.50271396680878,35.69298887463012,21.19176548845896,27.457847792452455,74.42657744499574,6.5003867507034805,79.27410328213932,Cotton
31.722375044050906,38.3485716302316,21.49974361386898,37.96877568743521,47.9662550504315,6.114967238966959,122.37194661164031,Mango
22.746588039635103,36.72854184578246,35.862033398931004,35.40650670603999,53.896278795612716,5.338759319171717,94.8298195820729,Mango
67.70910253689787,51.49379625084815,19.81847829873741,29.29083891311273,69.9311870143409,6.008072880702829,65.75848537248797,Maize
31.8857516157441,122.17689728984418,191.67189756206906,15.59981701031578,82.60288856052533,6.1589842866775,69.68721200031939,Grapes
24.41790500874024,31.31100492240641,38.73375587108508,28.547077049634254,56.18014992152973,5.094989812873492,129.29518619761427,Mango
96.9171650043563,71.0891999398722,126.18441336122748,27.262053247028103,80.0145009552451,6.329559826275031,197.01638498144246,Banana
29.34912109112649,63.10957230196066,84.41407423970055,20.962237722050922,28.25013276777515,6.388949758511221,82.63307637374956,Chickpea
98.16317629841711,36.72316094431863,39.65094177916886,22.823068706209025,92.67269756391993,5.990951382589178,232.96370929861013,Rice
86.95874842452452,41.802571088655476,41.61938692808261,24.85661704890996,86.63066280046668,5.909750266547154,263.2414715502556,Rice
75.54643661626142,52.70985385499078,18.69401664931945,29.457752707944582,73.94943950024326,6.590598525462906,67.91847980989334,Cotton
38.191254308112335,28.601285963607697,38.180041905608306,35.47054997531083,54.843476295437284,5.9121107182858905,96.32191667482144,Mango
65.23602733713942,53.806661999091034,40.80383679761405,28.050717864492782,92.747145809372,6.5643812973507565,218.6298750206463,Rice
85.69437345506167,74.53148861340111,118.76032543402337,25.65109126199445,75.78604962116518,6.19081813665497,228.40297230461402,Banana
114.100840700338,89.27573781050354,129.57525896628954,25.09954370764372,83.59584002915811,5.583929541065579,210.15997402219412,Banana
25.72185708097745,133.39083702864792,188.5967294644366,20.341570484889864,81.91521736438527,5.985584792286331,74.13443227928653,Grapes
33.17820507612036,120.05492369483358,188.8784744646184,23.23759534610538,83.9995635782176,6.047690581694134,70.60835540690601,Grapes
37.27661053229613,122.97714411240335,185.74428261194282,25.180420384489363,84.74622589207422,5.6002786175493755,72.62515314674685,Grapes
37.87288479871357,67.94023397100823,84.9341200955454,18.018416539323987,19.505009425922605,6.554716758706101,85.67161276524618,Chickpea
35.900912494829534,136.82444130988853,183.4794780674085,18.936824352638983,81.26340842465545,5.654143234455857,71.34691932675355,Grapes
25.45583107519856,142.27236305608184,194.6419350453459,22.586116082773053,84.85813677326313,6.026015406599996,73.56181716701785,Grapes
89.21385330397298,86.2234525874592,136.60766976624848,27.407583246947432,79.78814642720081,5.710703951051763,166.12462598626257,Banana
96.2515526382081,70.6776336243803,140.9933376491281,29.115988901982334,84.40495420185415,5.971091283388003,191.29613185412973,Banana
70.25197035394645,50.32312415335639,16.920052336643863,31.9996726954424,58.098903458888095,5.943688152481933,99.40600868357001,Maize
36.36853719081339,135.3393320133866,196.0674790957458,15.341299808896585,84.64542145497468,6.329460789959663,69.01171587731166,Grapes
89.81805120456553,85.06412517331647,130.88950822242845,28.93607870594345,76.37994332624739,5.928822848300706,241.80200577475824,Banana
73.56766653996615,40.060249424469696,15.662473611656264,31.675864235332043,81.31825407182838,7.13003038399256,92.20343247847794,Cotton
37.85690246621086,39.732985117669614,22.86448304599277,36.486333376708274,47.705351536602656,4.702028667322934,103.30517787666105,Mango
73.2197397257582,38.558804574112955,22.144122722331048,30.497627880056335,65.64597609880067,6.163087215610695,62.38780112434221,Maize
22.662924623724244,144.82350388115964,183.57132667087234,21.896607595106854,80.04237370976504,6.150020213157807,71.60149131169777,Grapes
43.08077389604972,72.30553729522815,81.67579202129546,22.701196098581264,18.860048930566688,7.951828246451859,68.31862444663926,Chickpea
