crop,season,rainfall,temperature,area,yield
Banana,Rabi,981.3930031156723,30.44311173299007,6.243914397711835,8.25230612151588
Maize,Whole Year,2135.8016437260867,23.551026881519146,8.458979452540039,2.7876953121548063
Banana,Kharif,1273.3634757210712,24.513716635659563,3.1418234929816813,8.53487921751641
Grapes,Summer,548.1164401415036,37.15721890947336,3.124069778875881,8.435318238211055
Chickpea,Rabi,2468.956323189177,34.27742820472324,4.257499744499972,1.784876527650284
Chickpea,Kharif,1013.7813719615813,24.479310031559994,0.7695585148486859,1.4621580507746685
Cotton,Kharif,528.4810666146084,33.45474627484373,8.730278078679499,1.5764185197700815
Maize,Rabi,1729.1320483106792,24.915312569830444,3.1096142178861017,3.604928219803168
Maize,Kharif,487.48618523515245,33.50662377070472,7.556727374824089,2.567236270312483
Chickpea,Whole Year,1923.9450622145705,37.39856708779103,7.175239700149901,0.7277502172133498
Chickpea,Kharif,1595.3223701649779,31.72442531074344,3.531107807773918,1.4124108960693116
Rice,Whole Year,1279.9087382845712,36.42064352263672,5.286759562890299,2.5078533759927666
Grapes,Rabi,664.2492507439356,26.838882706951907,8.15175107085516,8.460949036940377
Grapes,Rabi,1521.3019822589179,32.91836428372825,5.757667215378379,8.80443292719927
Grapes,Summer,798.9287059226415,30.777532170073684,7.269899853738928,8.786144224711188
Cotton,Whole Year,1981.1277093882584,32.70511006753263,4.515665859294056,2.205843612537726
Grapes,Kharif,655.0296303256836,28.446202170189462,5.3527982758280075,8.988485434732187
Chickpea,Summer,1755.47469541256,25.367681125813547,5.622512040191141,2.0224788709353185
Maize,Summer,1737.8957497705142,19.010122672840303,9.690015060382276,3.4561135772708598
Mango,Rabi,1765.7076339091445,24.92485795158617,3.3824743399370263,5.19632892068075
Cotton,Summer,2255.0497807826905,27.358853271473834,7.3000510959153395,2.5544383833302255
Grapes,Whole Year,1731.625191828769,31.148130314563655,9.410064569032103,9.550925138011356
Rice,Rabi,653.6565756731759,21.057650816490646,5.768498400286791,3.6826842624139973
Grapes,Whole Year,842.3385286160168,31.04768337987593,6.8933665395198895,8.494315668522837
Cotton,Kharif,640.7649008765732,33.60793073789527,4.57917460436758,1.1396534027059202
Mango,Kharif,2319.663055785947,20.032051109403643,3.9546159406227583,5.335977814377046
Grapes,Whole Year,697.853555549248,35.97984013079996,0.7280082639561132,8.175565936143673
Chickpea,Whole Year,913.4327366863354,15.376695019838081,2.6571791141093137,0.9327564521075948
Banana,Kharif,1354.8410147256204,32.228201096950485,2.793097076820455,8.396486435682787
Chickpea,Kharif,1551.830469250437,21.173528663297805,7.946771062247163,2.114661831586533
Grapes,Kharif,661.0434669589984,28.074144737406513,3.5493992190211863,8.551014126521341
Rice,Rabi,2257.2443429593677,33.57194877917747,6.715091424719951,3.877056186421367
Chickpea,Kharif,2384.283370223663,15.371345588318098,4.110276763382634,1.4477874346750157
Banana,Rabi,1293.9937719447157,21.554174856507164,4.1747473993531825,8.406794930658922
Maize,Whole Year,1728.5225089715912,32.770834442648265,9.048788448491687,3.2073603168129203
Mango,Kharif,646.1349930571266,22.88464039456852,3.7944453738417794,4.799279357786418
Banana,Summer,1989.2182132291393,27.379850261597976,4.280726707543986,8.585116032735693
Maize,Whole Year,2050.2033677751742,34.60421754146138,6.296170680184752,2.429689883676438
Rice,Whole Year,929.5283998686328,17.11712330511352,2.831200431143097,3.4847246945953256
Maize,Rabi,1931.4220016718182,19.29778541429144,3.170818938195051,2.65367836059771
Banana,Kharif,560.3935280845878,36.582513276516366,2.455679131312875,7.321690423619364
Banana,Kharif,677.5759966784727,32.71270540299041,3.042736525498615,7.982735976448261
Cotton,Summer,542.7009182581999,35.04388672583438,9.697090769087191,0.8496156570032747
Maize,Rabi,1520.6804175489783,19.2965543393036,7.975629404806283,2.7115666488568744
Banana,Kharif,1448.8111992321253,30.624412350039922,3.5747641192312396,7.7903118862999134
Grapes,Whole Year,664.4652653200809,30.41182232005086,4.896674269222243,8.951919347797926
Rice,Rabi,918.8424245758054,32.32851618908866,8.47782400208282,3.0526525092360846
Banana,Summer,936.2513308792967,32.195956442145025,0.719813926760587,7.328428741363284
Maize,Kharif,1529.236138336707,22.61380799992707,1.080523997077653,2.992661605686498
Banana,Kharif,1026.1717278366873,19.69752057875224,3.3129820469036333,7.401324164814694
Chickpea,Summer,591.8543119768198,19.370325832566294,8.39157761049222,0.7067487718695633
Chickpea,Whole Year,2123.499823303505,27.525587080192405,4.046040887063091,2.3207378119180357
Mango,Kharif,1310.2652085587315,25.465636499473717,9.697453838057763,4.943912021793484
Maize,Summer,978.1055318077605,27.90907930262709,3.4336381662358066,2.6867837289728502
Chickpea,Rabi,1900.334432583293,27.963769600676855,6.653825557193367,1.8592751692496683
Mango,Kharif,2282.797510927341,18.927190581812834,9.49184790360028,4.684575359430398
Rice,Whole Year,1320.9483939280674,19.568667856823964,7.824345492681833,3.6004536838813763
Grapes,Rabi,1251.194081507792,31.117063920603446,4.241067176927413,9.254650859642549
Chickpea,Whole Year,1685.873358688152,24.04653230953371,7.116340919194258,1.766710795883185
Maize,Rabi,1421.7230198855138,31.645771700740966,4.612134304892434,3.2311660421902713
Grapes,Whole Year,1190.6977424127274,25.85030319492788,6.760232196849272,9.16719589433017
Banana,Rabi,2391.589263130124,37.07307362780412,9.837822675891939,7.38198944319813
Cotton,Kharif,2398.876769673984,15.52254885500821,6.212754584054414,2.3333985604062195
Cotton,Summer,1668.1524003747215,35.17679811147789,9.528591783112882,1.8224304575483838
Grapes,Summer,2059.288757529108,26.31621782109788,5.960746960123251,9.561715474976733
Maize,Rabi,915.2386504246703,20.1941509926929,6.655002990435738,2.3581572266600657
Banana,Kharif,1493.302590798119,27.057541998923426,7.83075128846753,8.314047754290787
Rice,Kharif,2388.2529383591245,36.393666826190184,3.3827422203725264,3.2240352817458113
Mango,Summer,900.329661857497,21.346779769888265,6.051108555111802,3.9707483848690908
Cotton,Rabi,2185.6489287147983,18.711723294322823,4.006111054637067,2.6403096103430834
Chickpea,Kharif,969.2958848483273,26.482767985908907,4.006568736302684,1.2390583245159785
Banana,Whole Year,2145.8286834755268,31.24315431403418,7.749033646367658,7.8564660208842945
Maize,Summer,1019.0734695520896,23.589929294173544,3.5575350564810204,3.0905146294146455
Grapes,Whole Year,932.1935151537672,15.239883269446738,7.078969826973606,8.031622687542253
Chickpea,Rabi,1382.6049257300106,31.630501162574095,3.1305883719521796,1.9486051127331658
Cotton,Summer,1802.1692848047674,23.997352070166748,7.12770068346429,1.961742203359512
Mango,Rabi,1856.758969940568,37.935021506324496,2.0841579292527217,3.7000378987812788
Banana,Kharif,1251.4900485365877,29.17459196131104,9.153420853601958,8.283204875787789
Banana,Rabi,2447.4700947066276,32.64211778571284,0.6850564239625938,8.408531565388541
Rice,Summer,789.139148093451,31.789473660499624,9.15439075170974,3.307096733219562
Chickpea,Summer,2118.573708342944,22.91314366537857,9.749005847968844,1.67666529423841
Maize,Summer,2279.723091422531,19.180287353250755,0.505091316962547,3.270053695666051
Rice,Whole Year,585.7008731908988,18.23346859328297,9.115063439106232,3.3564281158659997
Chickpea,Rabi,999.1656369814436,21.44366513114486,6.261957320997388,1.3672527565412824
Rice,Whole Year,2387.861420749691,21.22169334915716,0.896539281968635,3.4558790897040743
Banana,Whole Year,2220.831699606119,37.89729465406248,8.690605220649378,7.208356987363626
Maize,Kharif,1695.4361454111934,21.34247601085295,2.5922566868213615,2.597486192713239
Cotton,Kharif,1500.121274898294,15.469217518150275,6.258514553893792,2.2675970311397133
Banana,Whole Year,453.1503143147256,25.13220137056564,8.512511877975413,7.841573208642837
Banana,Rabi,2495.9864989971124,17.98347362086809,4.279277183470598,8.41002613304216
Rice,Rabi,1304.1290699704248,21.399893218488764,8.856045561634273,3.3992947114540506
Mango,Whole Year,1429.196359662037,33.146196281629784,7.010992058681533,4.434172608518882
Banana,Summer,972.626747269982,24.365204213292415,0.6778300138524203,7.898625094176319
Grapes,Kharif,2314.450601262755,21.540413834261408,8.495607206114446,9.326628590977759
Cotton,Rabi,1166.953554657332,20.81246283215681,5.377516568916555,2.4774485748840367
Mango,Summer,1391.431076616409,19.844194036220443,3.636683138513983,4.80460838542822
Cotton,Whole Year,2255.6057645173655,25.593375398735205,4.79696219203608,2.9259823301722445
Mango,Kharif,1917.4646077015739,30.826653993022163,9.483734892393162,4.484627221429842
Rice,Rabi,590.9644038612785,16.171973405391803,4.3693233094157735,2.717913344824788
Cotton,Rabi,839.8575766653653,22.502614191401605,2.717664321112544,2.260959696374205
Chickpea,Whole Year,1043.1541618561182,33.40087798102451,5.8967472341058,1.0435326493146562
Rice,Rabi,640.337782164378,15.885540896936327,7.002193147792162,3.2692244119020355
Chickpea,Summer,802.8777356002029,22.70496515114941,6.922951097858122,1.1542621412160914
Cotton,Rabi,1784.670517501107,18.257561893876428,5.229406198811489,1.8703614822262589
Banana,Summer,2409.5012447877234,30.37393486108818,1.4157837557718413,8.341915892326643
Rice,Summer,1776.467060401091,26.83329091406889,3.7048282414966716,4.330262637796185
Maize,Whole Year,841.1784667928976,17.2338911934986,6.599337928669918,1.9934299847237424
Mango,Rabi,1183.2182109615433,31.179496912503314,6.209058705351707,4.599095363802916
Banana,Rabi,1282.3698286901172,27.5599832371685,2.0779597663056992,7.984105204193891
Mango,Summer,1570.4737957739385,25.991234038299577,9.723221059925724,4.921365411215175
Rice,Kharif,1725.906533164761,27.910491933329297,3.7803423277242025,3.4971032401393307
Maize,Whole Year,1430.0644325258727,37.00770444485677,6.499331746300479,2.1261203628434235
Maize,Whole Year,2216.914075165263,33.18205894866133,7.6176404642204085,3.0833580869444988
Grapes,Rabi,2055.3571407878353,23.77351907465256,8.767379801763846,9.076900812555385
Maize,Whole Year,2286.5050947972554,21.78259278436458,9.859982200294752,3.3541271021668635
Rice,Kharif,2259.5559499471087,26.389244123746515,6.448566661253269,3.990916323849355
Cotton,Rabi,1694.162625471593,24.046308085744435,0.9900194414902521,2.74726375806723
Rice,Rabi,740.382492872222,28.93824737782637,0.9015985998302933,3.7769518888615194
Cotton,Whole Year,1139.2517028576876,20.008309830860345,9.054359612560727,1.7236959155710245
Banana,Rabi,1138.9207055975503,31.541809506359684,3.723265229650411,8.070443124541404
Grapes,Kharif,1439.9261214073497,36.06440500662292,7.1019052306268415,8.407386948910705
Maize,Rabi,2216.138200300901,26.265663628640915,2.8747060544561096,2.902203676411146
Chickpea,Whole Year,821.2753174896867,23.077615750354738,6.648640092563402,0.9742032365425308
Cotton,Summer,1049.5789244786097,15.945299478835516,5.440738463159192,1.4581157432491112
Chickpea,Kharif,709.308441489962,35.15251343298694,7.577746935538143,0.5818873972152537
Maize,Rabi,707.7048940632028,21.72365622043904,4.1501534055501565,2.739014816707848
Rice,Summer,2347.8581449389903,19.836714305975985,6.882928732549232,3.678093852008047
Grapes,Whole Year,839.5440925136858,15.061428070197946,2.70239484605438,8.142683260195378
Mango,Rabi,604.1886069806624,23.46514458918645,6.6348351002667965,4.766382805004137
Maize,Kharif,789.7070966108005,31.519851244106995,1.3700663040316905,2.4160538864802974
Banana,Summer,2410.1202912048248,23.308281092475205,7.840678384419407,8.726523310596283
Grapes,Summer,877.5319248620963,16.299826106648496,6.993458411082651,8.084678985998133
Rice,Whole Year,1042.2251515886896,24.897425056262886,6.772406491816382,3.0216954058611587
Cotton,Whole Year,1310.157170918906,26.82134776436974,6.830040159847027,2.184007363911463
Mango,Summer,1038.4687335254876,32.2697229478715,4.789242248294971,4.222365371113794
Cotton,Whole Year,2079.6221795055762,31.42938204803304,3.5864331359815154,2.4985977752000093
Banana,Kharif,1791.7693728310976,16.696716800086282,8.455653348135154,8.381553180026877
Mango,Whole Year,1832.477036029268,25.00972802422207,8.227247506686698,4.567950338099151
Mango,Rabi,562.801653647892,17.86628814953427,1.5449062585666984,4.082218063043433
Banana,Rabi,805.1477654262341,25.25270542715873,1.4370553956281846,8.344687918833616
Banana,Rabi,2146.625452728206,34.56787216385841,8.64915853827984,7.788033993520686
Cotton,Summer,2190.384272515791,30.822526167990624,2.1172094530878116,2.4761892885803114
Maize,Rabi,2290.484264563138,26.445974137206917,6.233282014540581,3.7673722752834804
Banana,Rabi,1484.1544628345891,27.927132815344294,9.68914538774933,7.826292301264915
Grapes,Whole Year,1036.0009732319945,19.81261255938737,6.563361849021751,9.335002227985957
Mango,Whole Year,540.5709545080975,17.006587975053773,8.838919743987093,4.123510920110424
Banana,Whole Year,425.19778201022797,32.11818005527203,1.3382010089217231,7.562961785372384
Chickpea,Rabi,2253.4606084411107,31.0887824033494,4.343314291709116,1.6825541401658597
Chickpea,Whole Year,1676.4170691935412,18.253989289764355,5.428245648456445,1.579689787514148
Mango,Whole Year,1832.076554265243,31.972242112578314,5.748711620127013,4.1787452148334525
Grapes,Whole Year,1349.418639277424,19.941232393856737,6.402469325785667,9.089099596001107
Maize,Kharif,844.1350640568379,15.527682937017344,7.70685573290943,2.196679091500809
Grapes,Summer,1605.115456466605,21.423372206355033,2.834994743183027,8.895612191466348
Cotton,Whole Year,1057.3339694358265,29.99619836674634,3.557460597776131,2.1127094629835512
Banana,Whole Year,1187.4971092926785,24.007495426683843,7.31189377287056,8.520758817466701
Grapes,Rabi,1775.7209680185313,31.96143354016179,3.6603173833645766,9.279798621864732
Mango,Rabi,2083.3513680176793,25.094195439165606,6.441971656479858,5.315698760702665
Banana,Rabi,1075.4913583836246,34.03130149605783,7.173130764406217,7.925444882342578
Chickpea,Rabi,1799.2939406877738,24.870655332233653,5.001981867189545,2.1410652687667673
Rice,Summer,1463.3410448463799,34.77336547972578,6.438096690013852,3.3446688716283437
Cotton,Summer,633.1646605645552,18.08854887827891,7.6233489789284254,1.4063731711018983
Grapes,Summer,2290.7440913698783,27.608726872772646,7.757777508532583,9.354701311118088
Rice,Rabi,1234.8720082793823,36.64874355770169,9.986175539743854,2.6327711057407543
Grapes,Rabi,2029.4138583176614,19.569573773953937,7.573660085815167,9.306625586214889
Banana,Rabi,563.1156630395177,17.467016565363735,0.5025720119511581,7.035911489110706
Cotton,Whole Year,518.9702938491537,17.41937223746513,7.81448307008992,1.8236492761800709
Mango,Whole Year,541.89693998062,15.67900241610942,7.4623362646416345,3.576175554792231
Chickpea,Rabi,1903.3650108750485,27.25503830714071,4.269189024446954,2.288539434464133
Rice,Kharif,1623.8222747225707,36.54931837394834,9.856872331343622,3.2783691142877665
Mango,Kharif,667.1040061340736,26.89667794003502,1.4586735376738844,4.317334608050896
Maize,Whole Year,2001.4848559753877,29.93187779042299,9.574203817058045,3.5581442384215833
Chickpea,Summer,1583.915793103064,30.141010571516958,9.06211152539829,1.4658696691640847
Grapes,Kharif,637.6444720735403,24.831422679651247,7.403723423522139,8.467286835730302
Chickpea,Kharif,1136.1657319716196,35.91601673432296,8.92694201847616,1.3441884465051892
Rice,Rabi,1475.6291355893607,36.21413274789902,8.922654838637158,3.5654006657624944
Mango,Whole Year,1784.3152940373193,26.96772795277387,3.5109238815101667,4.528834159829157
Cotton,Summer,1165.0075969351574,15.311904236959204,3.849950591927567,1.8229910658283353
Cotton,Rabi,957.1495995796278,30.618526339705557,8.935951576727321,1.711768390314513
Maize,Whole Year,2116.856950628232,31.28946538807735,5.205353604643413,3.2578504210148296
Banana,Whole Year,1805.0435677690114,15.589733138448812,5.885834974922299,7.441809231019901
Maize,Summer,2002.393024146937,18.07110417781265,7.845974174198227,3.379354069087771
Chickpea,Summer,574.4960563417137,17.326012599477163,8.156919148659059,0.7419038853005039
Cotton,Summer,1991.0861358189782,31.10261492502635,7.467709781548249,2.4558086394922007
Mango,Kharif,1120.1965102199579,22.351784564304538,8.314972674262815,4.176667052944048
Banana,Rabi,1443.020879731652,36.319820885073966,1.8291586484008597,7.175896824754628
Cotton,Kharif,1454.5719474236525,32.826384264635244,0.725010451511795,2.209346729077117
Maize,Rabi,1084.1569967401651,23.541265324280936,8.315582960617949,2.7473589825759595
Maize,Whole Year,1061.1143899798049,37.36512758325479,7.0841947629298385,2.0110637622374474
Cotton,Summer,707.3138269403873,28.937626411446598,2.8990890956079816,2.2447265951856936
Grapes,Kharif,1792.0412001057916,26.583243650467498,9.75782221403129,9.611910150962634
Banana,Whole Year,830.2747538974024,35.50016538938008,5.882389724767647,6.87413295749439
Banana,Rabi,2107.9759785628294,20.729278484266416,5.851331192721792,8.746760163107366
Cotton,Summer,685.8517431858929,36.577296591548944,0.5033593193536221,0.9266569968627097
Mango,Kharif,732.6153635656233,32.0590270672256,9.30254020284965,3.8115909859549775
Chickpea,Rabi,1579.4452252916528,23.868590314113554,6.217118155327916,1.7946418241707005
Maize,Rabi,2037.0592051230494,17.53725927174977,9.698429534780887,3.0627448096278815
Chickpea,Kharif,827.4653637059281,18.154024238532653,9.771414856981128,0.9103590551398214
Banana,Kharif,1343.747106576137,35.45734277946114,9.601925673767102,7.374792243161297
Mango,Kharif,2036.8727569831865,27.42175377172195,9.569275652304555,4.728545060870715
Grapes,Rabi,1955.5019133576777,24.142358045172656,7.00459565265822,9.774879744938886
Cotton,Kharif,1510.8162494949283,31.110477322039273,8.721284320048754,2.1092972971742077
Grapes,Summer,1723.5788861054289,30.277395288269453,7.0250168526342085,9.32490361403074
Cotton,Summer,1884.166449854332,37.58407241382662,8.13254781154089,1.358456367743209
Maize,Summer,454.47502258528186,35.24392366058808,5.853624615415038,2.229679798978031
Banana,Rabi,1499.354602974518,26.594972703579767,2.8581514620165405,8.102718743805656
Grapes,Whole Year,2131.052467366475,35.10086418285705,6.103179014020625,9.016381201216515
Grapes,Summer,429.79223442124703,35.61952558568983,9.371284294136782,8.165670572451848
Mango,Whole Year,643.2846365518853,15.914382557136646,2.423249031604667,3.7130017543221077
Grapes,Whole Year,1653.571634941442,27.28464898949941,3.7952382574896406,9.44779150299452
Chickpea,Whole Year,1684.4161961665711,28.77966385317479,5.5315488441141145,1.585778344323356
Rice,Summer,631.1153938279806,23.36225135961761,9.458488098045683,3.5178868487382413
Cotton,Kharif,2270.427855080375,32.80602501858838,4.182525580909482,1.8817642747829615
Maize,Summer,1253.422075698624,32.304531834520645,0.907634606743998,2.4790657508575267
Chickpea,Whole Year,2052.2928907656355,27.764902203063805,5.983588077435427,1.7271182095018298
Rice,Whole Year,1022.6425060519725,35.72200225293798,9.734084215030142,3.3302581187128517
Mango,Kharif,513.3948216433408,35.70978368408366,7.202265914755707,3.8145605380498866
Rice,Summer,2237.994503016888,36.838221920453506,0.8892305055578514,3.6098253145839454
Cotton,Summer,443.7363801358759,37.41052964380488,8.871946507925406,0.6366104669036711
Cotton,Summer,2192.4656304848713,15.91577934977854,6.210643303755284,1.9787575382154414
Mango,Kharif,1512.5211564361603,31.79874788006966,7.45928520224154,4.26287267806849
Grapes,Rabi,580.6384267093739,15.557590242249221,9.618407211096981,7.946821890230064
Cotton,Rabi,2273.947761694275,31.385443317645354,1.1931530742595229,1.9778703297813935
Maize,Summer,1477.8164089317777,15.476513076730079,5.292842589325925,2.1332866763129923
Mango,Rabi,1262.510011047643,36.00150958605468,0.565649293202823,4.294034235885331
Banana,Whole Year,422.193750481448,28.743899836428135,3.760111083713169,7.531738192111461
Rice,Kharif,1146.72609303693,25.89914236315754,9.478100366879143,3.1864046569073614
Maize,Whole Year,2367.995863384487,36.19187074597971,3.5658799168480595,2.456445246308496
Chickpea,Whole Year,667.1672081767001,29.497778102855328,1.8955669609961816,1.3534384322635353
Cotton,Kharif,421.6172966065253,17.952835564679418,8.695808529219072,1.7591870668925207
Banana,Summer,1454.8398064435778,27.247693166285657,2.638442517526727,8.098364552020843
Grapes,Summer,579.6274214796184,20.74845015064479,5.656643284934288,8.543103661539734
Mango,Summer,998.347056453912,16.17107604763024,5.411476444925376,3.732721832605261
Banana,Kharif,792.9341891230085,23.234104305836105,2.0460836100205153,7.928391529108806
Banana,Whole Year,2032.5313147121476,19.480371583592618,8.154775712876463,8.391381497527854
Banana,Summer,1885.7550727785313,20.729567435375973,6.282678410212066,8.502800264228574
Chickpea,Whole Year,1401.4099243570213,17.934160671818283,0.5902259537820087,1.459293282483595
Chickpea,Kharif,1141.32036472024,34.21746822503256,2.802574450262392,1.2927508893214923
Mango,Summer,1154.9932017925303,15.471364805787964,4.644772565958616,4.068539804915007
Grapes,Whole Year,2017.8223293051676,30.162926995681403,3.1121658369016045,9.727179959413744
Banana,Rabi,657.7709047646742,31.67294741255591,7.985430533801256,7.145432664216826
Mango,Summer,1646.1240195559337,37.30372038794362,6.456239192666328,3.9481344500530153
